AcademicYear,AggregateLevel,CountyCode,DistrictCode,SchoolCode,CountyName,DistrictName,SchoolName,CharterYN,ReportingCategory,CumulativeEnrollment,Total Suspensions,Unduplicated Count of Students Suspended (Total),Unduplicated Count of Students Suspended (Defiance-Only),Suspension Rate (Total),Suspension Count Violent Incident (Injury),Suspension Count Violent Incident (No Injury),Suspension Count Weapons Possession,Suspension Count Illicit Drug-Related,Suspension Count Defiance-Only,Suspension Count Other Reasons
2024-25,S,30,66670,6110183,Orange,Santa Ana Unified,Martin R. Heninger Elementary,No,SH,188,6,5,0,2.7,0,6,0,0,0,0
2024-25,S,30,66670,6110183,Orange,Santa Ana Unified,Martin R. Heninger Elementary,No,SM,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,6110183,Orange,Santa Ana Unified,Martin R. Heninger Elementary,No,SS,773,10,8,0,1.0,0,9,0,0,0,1
2024-25,S,30,66670,6110183,Orange,Santa Ana Unified,Martin R. Heninger Elementary,No,TA,809,11,9,0,1.1,0,10,0,0,0,1
2024-25,S,30,66670,6061741,Orange,Santa Ana Unified,McFadden Institute of Technology,No,GF,537,36,24,0,4.5,3,31,1,0,0,1
2024-25,S,30,66670,6061741,Orange,Santa Ana Unified,McFadden Institute of Technology,No,GM,616,16,9,0,1.5,2,14,0,0,0,0
2024-25,S,30,66670,6061741,Orange,Santa Ana Unified,McFadden Institute of Technology,No,RA,27,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,66670,6061741,Orange,Santa Ana Unified,McFadden Institute of Technology,No,RB,17,4,1,0,5.9,1,3,0,0,0,0
2024-25,S,30,66670,6061741,Orange,Santa Ana Unified,McFadden Institute of Technology,No,RD,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,6061741,Orange,Santa Ana Unified,McFadden Institute of Technology,No,RF,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,6061741,Orange,Santa Ana Unified,McFadden Institute of Technology,No,RH,1071,47,31,0,2.9,4,41,1,0,0,1
2024-25,S,30,66670,6061741,Orange,Santa Ana Unified,McFadden Institute of Technology,No,RI,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,6061741,Orange,Santa Ana Unified,McFadden Institute of Technology,No,RP,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,6061741,Orange,Santa Ana Unified,McFadden Institute of Technology,No,RT,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,6061741,Orange,Santa Ana Unified,McFadden Institute of Technology,No,RW,22,1,1,0,4.5,0,1,0,0,0,0
2024-25,S,30,66670,6061741,Orange,Santa Ana Unified,McFadden Institute of Technology,No,SD,186,15,8,0,4.3,2,13,0,0,0,0
2024-25,S,30,66670,6061741,Orange,Santa Ana Unified,McFadden Institute of Technology,No,SE,473,32,18,0,3.8,3,28,1,0,0,0
2024-25,S,30,66670,6061741,Orange,Santa Ana Unified,McFadden Institute of Technology,No,SF,20,6,3,0,15.0,1,5,0,0,0,0
2024-25,S,30,66670,6061741,Orange,Santa Ana Unified,McFadden Institute of Technology,No,SH,310,19,11,0,3.5,3,16,0,0,0,0
2024-25,S,30,66670,6061741,Orange,Santa Ana Unified,McFadden Institute of Technology,No,SM,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,6061741,Orange,Santa Ana Unified,McFadden Institute of Technology,No,SS,1048,52,33,0,3.1,5,45,1,0,0,1
2024-25,S,30,66670,6061741,Orange,Santa Ana Unified,McFadden Institute of Technology,No,TA,1153,52,33,0,2.9,5,45,1,0,0,1
2024-25,S,30,66670,3030608,Orange,Santa Ana Unified,Middle College High,No,GF,247,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,66670,3030608,Orange,Santa Ana Unified,Middle College High,No,GM,202,4,4,0,2.0,2,1,1,0,0,0
2024-25,S,30,66670,3030608,Orange,Santa Ana Unified,Middle College High,No,RA,28,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,66670,3030608,Orange,Santa Ana Unified,Middle College High,No,RB,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,3030608,Orange,Santa Ana Unified,Middle College High,No,RD,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,3030608,Orange,Santa Ana Unified,Middle College High,No,RF,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,3030608,Orange,Santa Ana Unified,Middle College High,No,RH,406,4,4,0,1.0,2,1,1,0,0,0
2024-25,S,30,66670,3030608,Orange,Santa Ana Unified,Middle College High,No,RI,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,3030608,Orange,Santa Ana Unified,Middle College High,No,RP,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,3030608,Orange,Santa Ana Unified,Middle College High,No,RT,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,3030608,Orange,Santa Ana Unified,Middle College High,No,RW,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,3030608,Orange,Santa Ana Unified,Middle College High,No,SD,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,3030608,Orange,Santa Ana Unified,Middle College High,No,SE,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,3030608,Orange,Santa Ana Unified,Middle College High,No,SH,40,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,66670,3030608,Orange,Santa Ana Unified,Middle College High,No,SM,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,3030608,Orange,Santa Ana Unified,Middle College High,No,SS,396,4,4,0,1.0,2,1,1,0,0,0
2024-25,S,30,66670,3030608,Orange,Santa Ana Unified,Middle College High,No,TA,449,4,4,0,0.9,2,1,1,0,0,0
2024-25,S,30,66670,6030357,Orange,Santa Ana Unified,Monroe Elementary,No,GF,104,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,66670,6030357,Orange,Santa Ana Unified,Monroe Elementary,No,GM,130,2,2,0,1.5,1,1,0,0,0,0
2024-25,S,30,66670,6030357,Orange,Santa Ana Unified,Monroe Elementary,No,RA,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,6030357,Orange,Santa Ana Unified,Monroe Elementary,No,RB,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,6030357,Orange,Santa Ana Unified,Monroe Elementary,No,RD,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,6030357,Orange,Santa Ana Unified,Monroe Elementary,No,RF,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,6030357,Orange,Santa Ana Unified,Monroe Elementary,No,RH,228,1,1,0,0.4,0,1,0,0,0,0
2024-25,S,30,66670,6030357,Orange,Santa Ana Unified,Monroe Elementary,No,RI,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,6030357,Orange,Santa Ana Unified,Monroe Elementary,No,RP,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,6030357,Orange,Santa Ana Unified,Monroe Elementary,No,RT,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,6030357,Orange,Santa Ana Unified,Monroe Elementary,No,RW,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,6030357,Orange,Santa Ana Unified,Monroe Elementary,No,SD,54,2,2,0,3.7,1,1,0,0,0,0
2024-25,S,30,66670,6030357,Orange,Santa Ana Unified,Monroe Elementary,No,SE,137,1,1,0,0.7,0,1,0,0,0,0
2024-25,S,30,66670,6030357,Orange,Santa Ana Unified,Monroe Elementary,No,SF,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,6030357,Orange,Santa Ana Unified,Monroe Elementary,No,SH,69,2,2,0,2.9,1,1,0,0,0,0
2024-25,S,30,66670,6030357,Orange,Santa Ana Unified,Monroe Elementary,No,SS,212,2,2,0,0.9,1,1,0,0,0,0
2024-25,S,30,66670,6030357,Orange,Santa Ana Unified,Monroe Elementary,No,TA,234,2,2,0,0.9,1,1,0,0,0,0
2024-25,S,30,66670,6030365,Orange,Santa Ana Unified,Monte Vista Elementary,No,GF,177,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,66670,6030365,Orange,Santa Ana Unified,Monte Vista Elementary,No,GM,199,2,2,0,1.0,0,2,0,0,0,0
2024-25,S,30,66670,6030365,Orange,Santa Ana Unified,Monte Vista Elementary,No,RA,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,6030365,Orange,Santa Ana Unified,Monte Vista Elementary,No,RB,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,6030365,Orange,Santa Ana Unified,Monte Vista Elementary,No,RD,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,6030365,Orange,Santa Ana Unified,Monte Vista Elementary,No,RF,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,6030365,Orange,Santa Ana Unified,Monte Vista Elementary,No,RH,370,2,2,0,0.5,0,2,0,0,0,0
2024-25,S,30,66670,6030365,Orange,Santa Ana Unified,Monte Vista Elementary,No,RI,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,6030365,Orange,Santa Ana Unified,Monte Vista Elementary,No,RP,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,6030365,Orange,Santa Ana Unified,Monte Vista Elementary,No,RT,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,6030365,Orange,Santa Ana Unified,Monte Vista Elementary,No,RW,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,6030365,Orange,Santa Ana Unified,Monte Vista Elementary,No,SD,70,2,2,0,2.9,0,2,0,0,0,0
2024-25,S,30,66670,6030365,Orange,Santa Ana Unified,Monte Vista Elementary,No,SE,232,2,2,0,0.9,0,2,0,0,0,0
2024-25,S,30,66670,6030365,Orange,Santa Ana Unified,Monte Vista Elementary,No,SF,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,6030365,Orange,Santa Ana Unified,Monte Vista Elementary,No,SH,144,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,66670,6030365,Orange,Santa Ana Unified,Monte Vista Elementary,No,SM,21,1,1,0,4.8,0,1,0,0,0,0
2024-25,S,30,66670,6030365,Orange,Santa Ana Unified,Monte Vista Elementary,No,SS,365,2,2,0,0.5,0,2,0,0,0,0
2024-25,S,30,66670,6030365,Orange,Santa Ana Unified,Monte Vista Elementary,No,TA,376,2,2,0,0.5,0,2,0,0,0,0
2024-25,S,30,66670,1,Orange,Santa Ana Unified,"Nonpublic, Nonsectarian Schools",No,GF,17,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,66670,1,Orange,Santa Ana Unified,"Nonpublic, Nonsectarian Schools",No,GM,39,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,66670,1,Orange,Santa Ana Unified,"Nonpublic, Nonsectarian Schools",No,RA,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,1,Orange,Santa Ana Unified,"Nonpublic, Nonsectarian Schools",No,RB,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,1,Orange,Santa Ana Unified,"Nonpublic, Nonsectarian Schools",No,RD,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,1,Orange,Santa Ana Unified,"Nonpublic, Nonsectarian Schools",No,RF,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,1,Orange,Santa Ana Unified,"Nonpublic, Nonsectarian Schools",No,RH,51,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,66670,1,Orange,Santa Ana Unified,"Nonpublic, Nonsectarian Schools",No,RI,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,1,Orange,Santa Ana Unified,"Nonpublic, Nonsectarian Schools",No,RP,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,1,Orange,Santa Ana Unified,"Nonpublic, Nonsectarian Schools",No,RT,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,1,Orange,Santa Ana Unified,"Nonpublic, Nonsectarian Schools",No,RW,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,1,Orange,Santa Ana Unified,"Nonpublic, Nonsectarian Schools",No,SD,56,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,66670,1,Orange,Santa Ana Unified,"Nonpublic, Nonsectarian Schools",No,SE,31,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,66670,1,Orange,Santa Ana Unified,"Nonpublic, Nonsectarian Schools",No,SF,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,1,Orange,Santa Ana Unified,"Nonpublic, Nonsectarian Schools",No,SH,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,1,Orange,Santa Ana Unified,"Nonpublic, Nonsectarian Schools",No,SS,48,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,66670,1,Orange,Santa Ana Unified,"Nonpublic, Nonsectarian Schools",No,TA,56,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,66670,106567,Orange,Santa Ana Unified,Nova Academy Early College High,Yes,GF,155,4,3,0,1.9,0,0,0,4,0,0
2024-25,S,30,66670,106567,Orange,Santa Ana Unified,Nova Academy Early College High,Yes,GM,164,6,5,0,3.0,1,5,0,0,0,0
2024-25,S,30,66670,106567,Orange,Santa Ana Unified,Nova Academy Early College High,Yes,GX,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,106567,Orange,Santa Ana Unified,Nova Academy Early College High,Yes,RA,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,106567,Orange,Santa Ana Unified,Nova Academy Early College High,Yes,RB,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,106567,Orange,Santa Ana Unified,Nova Academy Early College High,Yes,RD,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,106567,Orange,Santa Ana Unified,Nova Academy Early College High,Yes,RF,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,106567,Orange,Santa Ana Unified,Nova Academy Early College High,Yes,RH,313,10,8,0,2.6,1,5,0,4,0,0
2024-25,S,30,66670,106567,Orange,Santa Ana Unified,Nova Academy Early College High,Yes,RI,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,106567,Orange,Santa Ana Unified,Nova Academy Early College High,Yes,RP,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,106567,Orange,Santa Ana Unified,Nova Academy Early College High,Yes,RT,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,106567,Orange,Santa Ana Unified,Nova Academy Early College High,Yes,RW,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,106567,Orange,Santa Ana Unified,Nova Academy Early College High,Yes,SD,39,1,1,0,2.6,0,1,0,0,0,0
2024-25,S,30,66670,106567,Orange,Santa Ana Unified,Nova Academy Early College High,Yes,SE,72,3,3,0,4.2,0,2,0,1,0,0
2024-25,S,30,66670,106567,Orange,Santa Ana Unified,Nova Academy Early College High,Yes,SF,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,106567,Orange,Santa Ana Unified,Nova Academy Early College High,Yes,SH,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,106567,Orange,Santa Ana Unified,Nova Academy Early College High,Yes,SS,278,10,8,0,2.9,1,5,0,4,0,0
2024-25,S,30,66670,106567,Orange,Santa Ana Unified,Nova Academy Early College High,Yes,TA,320,10,8,0,2.5,1,5,0,4,0,0
2024-25,S,30,66670,109066,Orange,Santa Ana Unified,Orange County Educational Arts Academy,Yes,GF,350,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,66670,109066,Orange,Santa Ana Unified,Orange County Educational Arts Academy,Yes,GM,293,5,2,0,0.7,2,3,0,0,0,0
2024-25,S,30,66670,109066,Orange,Santa Ana Unified,Orange County Educational Arts Academy,Yes,RA,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,109066,Orange,Santa Ana Unified,Orange County Educational Arts Academy,Yes,RB,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,109066,Orange,Santa Ana Unified,Orange County Educational Arts Academy,Yes,RD,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,109066,Orange,Santa Ana Unified,Orange County Educational Arts Academy,Yes,RF,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,109066,Orange,Santa Ana Unified,Orange County Educational Arts Academy,Yes,RH,590,5,2,0,0.3,2,3,0,0,0,0
2024-25,S,30,66670,109066,Orange,Santa Ana Unified,Orange County Educational Arts Academy,Yes,RI,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,109066,Orange,Santa Ana Unified,Orange County Educational Arts Academy,Yes,RP,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,109066,Orange,Santa Ana Unified,Orange County Educational Arts Academy,Yes,RT,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,109066,Orange,Santa Ana Unified,Orange County Educational Arts Academy,Yes,RW,30,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,66670,109066,Orange,Santa Ana Unified,Orange County Educational Arts Academy,Yes,SD,108,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,66670,109066,Orange,Santa Ana Unified,Orange County Educational Arts Academy,Yes,SE,222,1,1,0,0.5,0,1,0,0,0,0
2024-25,S,30,66670,109066,Orange,Santa Ana Unified,Orange County Educational Arts Academy,Yes,SF,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,109066,Orange,Santa Ana Unified,Orange County Educational Arts Academy,Yes,SH,16,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,66670,109066,Orange,Santa Ana Unified,Orange County Educational Arts Academy,Yes,SS,419,5,2,0,0.5,2,3,0,0,0,0
2024-25,S,30,66670,109066,Orange,Santa Ana Unified,Orange County Educational Arts Academy,Yes,TA,643,5,2,0,0.3,2,3,0,0,0,0
2024-25,S,30,66670,6109904,Orange,Santa Ana Unified,Pio Pico Elementary,No,GF,270,2,2,0,0.7,0,2,0,0,0,0
2024-25,S,30,66670,6109904,Orange,Santa Ana Unified,Pio Pico Elementary,No,GM,249,3,1,0,0.4,0,3,0,0,0,0
2024-25,S,30,66670,6109904,Orange,Santa Ana Unified,Pio Pico Elementary,No,RA,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,6109904,Orange,Santa Ana Unified,Pio Pico Elementary,No,RB,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,6109904,Orange,Santa Ana Unified,Pio Pico Elementary,No,RD,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,6109904,Orange,Santa Ana Unified,Pio Pico Elementary,No,RF,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,6109904,Orange,Santa Ana Unified,Pio Pico Elementary,No,RH,514,5,3,0,0.6,0,5,0,0,0,0
2024-25,S,30,66670,6109904,Orange,Santa Ana Unified,Pio Pico Elementary,No,RI,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,6109904,Orange,Santa Ana Unified,Pio Pico Elementary,No,RP,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,6109904,Orange,Santa Ana Unified,Pio Pico Elementary,No,RT,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,6109904,Orange,Santa Ana Unified,Pio Pico Elementary,No,RW,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,6109904,Orange,Santa Ana Unified,Pio Pico Elementary,No,SD,104,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,66670,6109904,Orange,Santa Ana Unified,Pio Pico Elementary,No,SE,324,5,3,0,0.9,0,5,0,0,0,0
2024-25,S,30,66670,6109904,Orange,Santa Ana Unified,Pio Pico Elementary,No,SF,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,6109904,Orange,Santa Ana Unified,Pio Pico Elementary,No,SH,64,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,66670,6109904,Orange,Santa Ana Unified,Pio Pico Elementary,No,SM,13,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,66670,6109904,Orange,Santa Ana Unified,Pio Pico Elementary,No,SS,506,5,3,0,0.6,0,5,0,0,0,0
2024-25,S,30,66670,6109904,Orange,Santa Ana Unified,Pio Pico Elementary,No,TA,519,5,3,0,0.6,0,5,0,0,0,0
2024-25,S,30,66670,6115588,Orange,Santa Ana Unified,Raymond A. Villa Fundamental Intermediate,No,GF,479,48,34,0,7.1,6,23,1,14,0,4
2024-25,S,30,66670,6115588,Orange,Santa Ana Unified,Raymond A. Villa Fundamental Intermediate,No,GM,459,50,34,0,7.4,4,28,6,7,0,5
2024-25,S,30,66670,6115588,Orange,Santa Ana Unified,Raymond A. Villa Fundamental Intermediate,No,RA,15,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,66670,6115588,Orange,Santa Ana Unified,Raymond A. Villa Fundamental Intermediate,No,RB,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,6115588,Orange,Santa Ana Unified,Raymond A. Villa Fundamental Intermediate,No,RD,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,6115588,Orange,Santa Ana Unified,Raymond A. Villa Fundamental Intermediate,No,RF,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,6115588,Orange,Santa Ana Unified,Raymond A. Villa Fundamental Intermediate,No,RH,915,98,68,0,7.4,10,51,7,21,0,9
2024-25,S,30,66670,6115588,Orange,Santa Ana Unified,Raymond A. Villa Fundamental Intermediate,No,RI,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,6115588,Orange,Santa Ana Unified,Raymond A. Villa Fundamental Intermediate,No,RP,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,6115588,Orange,Santa Ana Unified,Raymond A. Villa Fundamental Intermediate,No,RT,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,6115588,Orange,Santa Ana Unified,Raymond A. Villa Fundamental Intermediate,No,RW,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,6115588,Orange,Santa Ana Unified,Raymond A. Villa Fundamental Intermediate,No,SD,125,33,18,0,14.4,6,16,0,8,0,3
2024-25,S,30,66670,6115588,Orange,Santa Ana Unified,Raymond A. Villa Fundamental Intermediate,No,SE,370,56,36,0,9.7,6,28,4,14,0,4
2024-25,S,30,66670,6115588,Orange,Santa Ana Unified,Raymond A. Villa Fundamental Intermediate,No,SF,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,6115588,Orange,Santa Ana Unified,Raymond A. Villa Fundamental Intermediate,No,SH,121,12,11,0,9.1,1,5,1,4,0,1
2024-25,S,30,66670,6115588,Orange,Santa Ana Unified,Raymond A. Villa Fundamental Intermediate,No,SM,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,6115588,Orange,Santa Ana Unified,Raymond A. Villa Fundamental Intermediate,No,SS,908,95,66,0,7.3,10,48,7,21,0,9
2024-25,S,30,66670,6115588,Orange,Santa Ana Unified,Raymond A. Villa Fundamental Intermediate,No,TA,938,98,68,0,7.2,10,51,7,21,0,9
2024-25,S,30,66670,6115133,Orange,Santa Ana Unified,REACH Academy,No,GF,21,28,10,3,47.6,1,20,0,4,3,0
2024-25,S,30,66670,6115133,Orange,Santa Ana Unified,REACH Academy,No,GM,69,64,30,8,43.5,3,45,0,5,11,0
2024-25,S,30,66670,6115133,Orange,Santa Ana Unified,REACH Academy,No,RA,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,6115133,Orange,Santa Ana Unified,REACH Academy,No,RB,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,6115133,Orange,Santa Ana Unified,REACH Academy,No,RD,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,6115133,Orange,Santa Ana Unified,REACH Academy,No,RF,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,6115133,Orange,Santa Ana Unified,REACH Academy,No,RH,90,92,40,11,44.4,4,65,0,9,14,0
2024-25,S,30,66670,6115133,Orange,Santa Ana Unified,REACH Academy,No,RI,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,6115133,Orange,Santa Ana Unified,REACH Academy,No,RP,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,6115133,Orange,Santa Ana Unified,REACH Academy,No,RT,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,6115133,Orange,Santa Ana Unified,REACH Academy,No,RW,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,6115133,Orange,Santa Ana Unified,REACH Academy,No,SD,22,15,8,2,36.4,1,11,0,1,2,0
2024-25,S,30,66670,6115133,Orange,Santa Ana Unified,REACH Academy,No,SE,47,57,22,7,46.8,2,40,0,6,9,0
2024-25,S,30,66670,6115133,Orange,Santa Ana Unified,REACH Academy,No,SF,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,6115133,Orange,Santa Ana Unified,REACH Academy,No,SH,27,14,8,5,29.6,2,6,0,1,5,0
2024-25,S,30,66670,6115133,Orange,Santa Ana Unified,REACH Academy,No,SM,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,6115133,Orange,Santa Ana Unified,REACH Academy,No,SS,85,90,38,11,44.7,4,64,0,8,14,0
2024-25,S,30,66670,6115133,Orange,Santa Ana Unified,REACH Academy,No,TA,90,92,40,11,44.4,4,65,0,9,14,0
2024-25,S,30,66670,6115836,Orange,Santa Ana Unified,Romero-Cruz Academy,No,GF,428,120,61,2,14.3,4,103,3,5,2,3
2024-25,S,30,66670,6115836,Orange,Santa Ana Unified,Romero-Cruz Academy,No,GM,447,166,62,15,13.9,3,114,9,12,17,11
2024-25,S,30,66670,6115836,Orange,Santa Ana Unified,Romero-Cruz Academy,No,RA,11,0,0,0,0.0,0,0,0,0,0,0
2024-25,S,30,66670,6115836,Orange,Santa Ana Unified,Romero-Cruz Academy,No,RB,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,6115836,Orange,Santa Ana Unified,Romero-Cruz Academy,No,RD,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,6115836,Orange,Santa Ana Unified,Romero-Cruz Academy,No,RF,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,6115836,Orange,Santa Ana Unified,Romero-Cruz Academy,No,RH,849,285,122,17,14.4,7,216,12,17,19,14
2024-25,S,30,66670,6115836,Orange,Santa Ana Unified,Romero-Cruz Academy,No,RI,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,6115836,Orange,Santa Ana Unified,Romero-Cruz Academy,No,RP,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,6115836,Orange,Santa Ana Unified,Romero-Cruz Academy,No,RT,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,6115836,Orange,Santa Ana Unified,Romero-Cruz Academy,No,RW,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,6115836,Orange,Santa Ana Unified,Romero-Cruz Academy,No,SD,151,79,25,3,16.6,2,66,2,3,3,3
2024-25,S,30,66670,6115836,Orange,Santa Ana Unified,Romero-Cruz Academy,No,SE,494,208,84,10,17.0,3,163,10,11,11,10
2024-25,S,30,66670,6115836,Orange,Santa Ana Unified,Romero-Cruz Academy,No,SF,*,*,*,*,*,*,*,*,*,*,*
2024-25,S,30,66670,6115836,Orange,Santa Ana Unified,Romero-Cruz Academy,No,SH,220,99,38,9,17.3,4,70,5,6,10,4
2024-25,S,30,66670,6115836,Orange,Santa Ana Unified,Romero-Cruz Academy,No,SM,16,12,4,1,25.0,0,7,2,1,2,0
