AcademicYear,AggregateLevel,CountyCode,DistrictCode,SchoolCode,CountyName,DistrictName,SchoolName,CharterSchool,DASS,ReportingCategory,CohortStudents,Regular HS Diploma Graduates (Count),Regular HS Diploma Graduates (Rate),Met UC/CSU Grad Req's (Count),Met UC/CSU Grad Req's (Rate),Seal of Biliteracy (Count),Seal of Biliteracy (Rate),Golden State Seal Merit Diploma (Count),Golden State Seal Merit Diploma (Rate,Graduates Meeting Local Requirements Exemption (Count),Graduates Meeting Local Requirements Exemption (Rate),CPP Completer (Count),CPP Completer (Rate),Adult Ed. HS Diploma (Count),Adult Ed. HS Diploma (Rate),SPED Certificate (Count),SPED Certificate (Rate),GED Completer (Count),GED Completer (Rate),Other Transfer (Count),Other Transfer (Rate),Dropout (Count),Dropout (Rate),Still Enrolled (Count),Still Enrolled (Rate)
2024-25,D,30,10306,0,Orange,Orange County Department of Education,District Office,All,Yes,GX,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,10306,0,Orange,Orange County Department of Education,District Office,All,Yes,RA,34,16,47.1,2,12.5,0,0.0,0,0.0,1,6.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10,29.4,8,23.5
2024-25,D,30,10306,0,Orange,Orange County Department of Education,District Office,All,Yes,RB,41,17,41.5,0,0.0,0,0.0,0,0.0,2,11.8,0,0.0,0,0.0,0,0.0,1,2.4,2,4.9,14,34.1,7,17.1
2024-25,D,30,10306,0,Orange,Orange County Department of Education,District Office,All,Yes,RD,41,14,34.1,0,0.0,0,0.0,0,0.0,3,21.4,0,0.0,0,0.0,0,0.0,2,4.9,1,2.4,15,36.6,9,22.0
2024-25,D,30,10306,0,Orange,Orange County Department of Education,District Office,All,Yes,RF,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,10306,0,Orange,Orange County Department of Education,District Office,All,Yes,RH,705,307,43.5,3,1.0,0,0.0,0,0.0,70,22.8,0,0.0,0,0.0,0,0.0,11,1.6,18,2.6,159,22.6,210,29.8
2024-25,D,30,10306,0,Orange,Orange County Department of Education,District Office,All,Yes,RI,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,10306,0,Orange,Orange County Department of Education,District Office,All,Yes,RP,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,10306,0,Orange,Orange County Department of Education,District Office,All,Yes,RT,22,10,45.5,1,10.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.5,7,31.8,4,18.2
2024-25,D,30,10306,0,Orange,Orange County Department of Education,District Office,All,Yes,RW,128,65,50.8,5,7.7,0,0.0,0,0.0,6,9.2,0,0.0,0,0.0,0,0.0,0,0.0,8,6.3,36,28.1,19,14.8
2024-25,D,30,10306,0,Orange,Orange County Department of Education,District Office,All,Yes,SD,228,89,39.0,1,1.1,0,0.0,0,0.0,25,28.1,0,0.0,0,0.0,0,0.0,4,1.8,4,1.8,60,26.3,71,31.1
2024-25,D,30,10306,0,Orange,Orange County Department of Education,District Office,All,Yes,SE,287,120,41.8,0,0.0,0,0.0,0,0.0,37,30.8,0,0.0,0,0.0,0,0.0,2,0.7,5,1.7,83,28.9,77,26.8
2024-25,D,30,10306,0,Orange,Orange County Department of Education,District Office,All,Yes,SF,60,21,35.0,0,0.0,0,0.0,0,0.0,11,52.4,0,0.0,0,0.0,0,0.0,0,0.0,1,1.7,21,35.0,17,28.3
2024-25,D,30,10306,0,Orange,Orange County Department of Education,District Office,All,Yes,SH,293,118,40.3,0,0.0,0,0.0,0,0.0,58,49.2,0,0.0,0,0.0,0,0.0,2,0.7,9,3.1,76,25.9,88,30.0
2024-25,D,30,10306,0,Orange,Orange County Department of Education,District Office,All,Yes,SM,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,10306,0,Orange,Orange County Department of Education,District Office,All,Yes,SS,914,395,43.2,3,0.8,0,0.0,0,0.0,83,21.0,0,0.0,0,0.0,0,0.0,13,1.4,29,3.2,224,24.5,253,27.7
2024-25,D,30,10306,0,Orange,Orange County Department of Education,District Office,All,Yes,TA,984,435,44.2,11,2.5,0,0.0,0,0.0,83,19.1,0,0.0,0,0.0,0,0.0,14,1.4,30,3.0,242,24.6,263,26.7
2024-25,D,30,10306,0,Orange,Orange County Department of Education,District Office,No,All,GF,332,169,50.9,4,2.4,0,0.0,0,0.0,29,17.2,0,0.0,0,0.0,0,0.0,6,1.8,8,2.4,71,21.4,78,23.5
2024-25,D,30,10306,0,Orange,Orange County Department of Education,District Office,No,All,GM,493,212,43.0,6,2.8,0,0.0,0,0.0,54,25.5,0,0.0,0,0.0,0,0.0,8,1.6,19,3.9,143,29.0,111,22.5
2024-25,D,30,10306,0,Orange,Orange County Department of Education,District Office,No,All,GX,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,10306,0,Orange,Orange County Department of Education,District Office,No,All,RA,32,15,46.9,2,13.3,0,0.0,0,0.0,1,6.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10,31.3,7,21.9
2024-25,D,30,10306,0,Orange,Orange County Department of Education,District Office,No,All,RB,33,13,39.4,0,0.0,0,0.0,0,0.0,2,15.4,0,0.0,0,0.0,0,0.0,1,3.0,2,6.1,12,36.4,5,15.2
2024-25,D,30,10306,0,Orange,Orange County Department of Education,District Office,No,All,RD,37,14,37.8,0,0.0,0,0.0,0,0.0,3,21.4,0,0.0,0,0.0,0,0.0,2,5.4,1,2.7,14,37.8,6,16.2
2024-25,D,30,10306,0,Orange,Orange County Department of Education,District Office,No,All,RF,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,10306,0,Orange,Orange County Department of Education,District Office,No,All,RH,588,265,45.1,2,0.8,0,0.0,0,0.0,70,26.4,0,0.0,0,0.0,0,0.0,11,1.9,18,3.1,141,24.0,153,26.0
2024-25,D,30,10306,0,Orange,Orange County Department of Education,District Office,No,All,RI,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,10306,0,Orange,Orange County Department of Education,District Office,No,All,RP,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,10306,0,Orange,Orange County Department of Education,District Office,No,All,RT,21,10,47.6,1,10.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.8,6,28.6,4,19.0
2024-25,D,30,10306,0,Orange,Orange County Department of Education,District Office,No,All,RW,108,58,53.7,5,8.6,0,0.0,0,0.0,6,10.3,0,0.0,0,0.0,0,0.0,0,0.0,7,6.5,32,29.6,11,10.2
2024-25,D,30,10306,0,Orange,Orange County Department of Education,District Office,No,All,SD,187,79,42.2,1,1.3,0,0.0,0,0.0,25,31.6,0,0.0,0,0.0,0,0.0,4,2.1,4,2.1,53,28.3,47,25.1
2024-25,D,30,10306,0,Orange,Orange County Department of Education,District Office,No,All,SE,234,103,44.0,0,0.0,0,0.0,0,0.0,37,35.9,0,0.0,0,0.0,0,0.0,2,0.9,5,2.1,72,30.8,52,22.2
2024-25,D,30,10306,0,Orange,Orange County Department of Education,District Office,No,All,SF,51,19,37.3,0,0.0,0,0.0,0,0.0,11,57.9,0,0.0,0,0.0,0,0.0,0,0.0,1,2.0,21,41.2,10,19.6
2024-25,D,30,10306,0,Orange,Orange County Department of Education,District Office,No,All,SH,245,112,45.7,0,0.0,0,0.0,0,0.0,58,51.8,0,0.0,0,0.0,0,0.0,2,0.8,9,3.7,58,23.7,64,26.1
2024-25,D,30,10306,0,Orange,Orange County Department of Education,District Office,No,All,SM,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,10306,0,Orange,Orange County Department of Education,District Office,No,All,SS,762,341,44.8,2,0.6,0,0.0,0,0.0,83,24.3,0,0.0,0,0.0,0,0.0,13,1.7,28,3.7,198,26.0,182,23.9
2024-25,D,30,10306,0,Orange,Orange County Department of Education,District Office,No,All,TA,829,381,46.0,10,2.6,0,0.0,0,0.0,83,21.8,0,0.0,0,0.0,0,0.0,14,1.7,29,3.5,215,25.9,190,22.9
2024-25,D,30,10306,0,Orange,Orange County Department of Education,District Office,No,Yes,GF,332,169,50.9,4,2.4,0,0.0,0,0.0,29,17.2,0,0.0,0,0.0,0,0.0,6,1.8,8,2.4,71,21.4,78,23.5
2024-25,D,30,10306,0,Orange,Orange County Department of Education,District Office,No,Yes,GM,493,212,43.0,6,2.8,0,0.0,0,0.0,54,25.5,0,0.0,0,0.0,0,0.0,8,1.6,19,3.9,143,29.0,111,22.5
2024-25,D,30,10306,0,Orange,Orange County Department of Education,District Office,No,Yes,GX,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,10306,0,Orange,Orange County Department of Education,District Office,No,Yes,RA,32,15,46.9,2,13.3,0,0.0,0,0.0,1,6.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10,31.3,7,21.9
2024-25,D,30,10306,0,Orange,Orange County Department of Education,District Office,No,Yes,RB,33,13,39.4,0,0.0,0,0.0,0,0.0,2,15.4,0,0.0,0,0.0,0,0.0,1,3.0,2,6.1,12,36.4,5,15.2
2024-25,D,30,10306,0,Orange,Orange County Department of Education,District Office,No,Yes,RD,37,14,37.8,0,0.0,0,0.0,0,0.0,3,21.4,0,0.0,0,0.0,0,0.0,2,5.4,1,2.7,14,37.8,6,16.2
2024-25,D,30,10306,0,Orange,Orange County Department of Education,District Office,No,Yes,RF,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,10306,0,Orange,Orange County Department of Education,District Office,No,Yes,RH,588,265,45.1,2,0.8,0,0.0,0,0.0,70,26.4,0,0.0,0,0.0,0,0.0,11,1.9,18,3.1,141,24.0,153,26.0
2024-25,D,30,10306,0,Orange,Orange County Department of Education,District Office,No,Yes,RI,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,10306,0,Orange,Orange County Department of Education,District Office,No,Yes,RP,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,10306,0,Orange,Orange County Department of Education,District Office,No,Yes,RT,21,10,47.6,1,10.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.8,6,28.6,4,19.0
2024-25,D,30,10306,0,Orange,Orange County Department of Education,District Office,No,Yes,RW,108,58,53.7,5,8.6,0,0.0,0,0.0,6,10.3,0,0.0,0,0.0,0,0.0,0,0.0,7,6.5,32,29.6,11,10.2
2024-25,D,30,10306,0,Orange,Orange County Department of Education,District Office,No,Yes,SD,187,79,42.2,1,1.3,0,0.0,0,0.0,25,31.6,0,0.0,0,0.0,0,0.0,4,2.1,4,2.1,53,28.3,47,25.1
2024-25,D,30,10306,0,Orange,Orange County Department of Education,District Office,No,Yes,SE,234,103,44.0,0,0.0,0,0.0,0,0.0,37,35.9,0,0.0,0,0.0,0,0.0,2,0.9,5,2.1,72,30.8,52,22.2
2024-25,D,30,10306,0,Orange,Orange County Department of Education,District Office,No,Yes,SF,51,19,37.3,0,0.0,0,0.0,0,0.0,11,57.9,0,0.0,0,0.0,0,0.0,0,0.0,1,2.0,21,41.2,10,19.6
2024-25,D,30,10306,0,Orange,Orange County Department of Education,District Office,No,Yes,SH,245,112,45.7,0,0.0,0,0.0,0,0.0,58,51.8,0,0.0,0,0.0,0,0.0,2,0.8,9,3.7,58,23.7,64,26.1
2024-25,D,30,10306,0,Orange,Orange County Department of Education,District Office,No,Yes,SM,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,10306,0,Orange,Orange County Department of Education,District Office,No,Yes,SS,762,341,44.8,2,0.6,0,0.0,0,0.0,83,24.3,0,0.0,0,0.0,0,0.0,13,1.7,28,3.7,198,26.0,182,23.9
2024-25,D,30,10306,0,Orange,Orange County Department of Education,District Office,No,Yes,TA,829,381,46.0,10,2.6,0,0.0,0,0.0,83,21.8,0,0.0,0,0.0,0,0.0,14,1.7,29,3.5,215,25.9,190,22.9
2024-25,D,30,10306,0,Orange,Orange County Department of Education,District Office,Yes,All,GF,532,474,89.1,363,76.6,200,42.2,276,58.2,2,0.4,0,0.0,0,0.0,2,0.4,0,0.0,3,0.6,22,4.1,31,5.8
2024-25,D,30,10306,0,Orange,Orange County Department of Education,District Office,Yes,All,GM,455,371,81.5,230,62.0,91,24.5,158,42.6,1,0.3,0,0.0,0,0.0,1,0.2,0,0.0,1,0.2,37,8.1,45,9.9
2024-25,D,30,10306,0,Orange,Orange County Department of Education,District Office,Yes,All,GX,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,10306,0,Orange,Orange County Department of Education,District Office,Yes,All,RA,155,149,96.1,134,89.9,77,51.7,131,87.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,3.2,1,0.6
2024-25,D,30,10306,0,Orange,Orange County Department of Education,District Office,Yes,All,RB,26,18,69.2,8,44.4,0,0.0,2,11.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,3.8,5,19.2,2,7.7
2024-25,D,30,10306,0,Orange,Orange County Department of Education,District Office,Yes,All,RD,17,11,64.7,11,100.0,4,36.4,10,90.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,17.6,3,17.6
2024-25,D,30,10306,0,Orange,Orange County Department of Education,District Office,Yes,All,RF,17,17,100.0,14,82.4,6,35.3,12,70.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2024-25,D,30,10306,0,Orange,Orange County Department of Education,District Office,Yes,All,RH,550,447,81.3,290,64.9,136,30.4,154,34.5,3,0.7,0,0.0,0,0.0,3,0.5,0,0.0,2,0.4,37,6.7,61,11.1
2024-25,D,30,10306,0,Orange,Orange County Department of Education,District Office,Yes,All,RI,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,10306,0,Orange,Orange County Department of Education,District Office,Yes,All,RP,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,10306,0,Orange,Orange County Department of Education,District Office,Yes,All,RT,54,53,98.1,38,71.7,18,34.0,35,66.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.9,0,0.0
2024-25,D,30,10306,0,Orange,Orange County Department of Education,District Office,Yes,All,RW,171,153,89.5,100,65.4,51,33.3,93,60.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.6,9,5.3,8,4.7
2024-25,D,30,10306,0,Orange,Orange County Department of Education,District Office,Yes,All,SD,159,115,72.3,56,48.7,7,6.1,18,15.7,1,0.9,0,0.0,0,0.0,3,1.9,0,0.0,0,0.0,16,10.1,25,15.7
2024-25,D,30,10306,0,Orange,Orange County Department of Education,District Office,Yes,All,SE,189,140,74.1,83,59.3,22,15.7,25,17.9,2,1.4,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,21,11.1,27,14.3
2024-25,D,30,10306,0,Orange,Orange County Department of Education,District Office,Yes,All,SF,17,9,52.9,4,44.4,2,22.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,5.9,7,41.2
2024-25,D,30,10306,0,Orange,Orange County Department of Education,District Office,Yes,All,SH,74,29,39.2,14,48.3,5,17.2,3,10.3,0,0.0,0,0.0,0,0.0,1,1.4,0,0.0,1,1.4,19,25.7,24,32.4
2024-25,D,30,10306,0,Orange,Orange County Department of Education,District Office,Yes,All,SS,615,480,78.0,291,60.6,115,24.0,149,31.0,3,0.6,0,0.0,0,0.0,3,0.5,0,0.0,4,0.7,53,8.6,75,12.2
2024-25,D,30,10306,0,Orange,Orange County Department of Education,District Office,Yes,All,TA,995,850,85.4,596,70.1,292,34.4,437,51.4,3,0.4,0,0.0,0,0.0,3,0.3,0,0.0,4,0.4,61,6.1,77,7.7
2024-25,D,30,10306,0,Orange,Orange County Department of Education,District Office,Yes,No,GF,476,456,95.8,362,79.4,200,43.9,276,60.5,2,0.4,0,0.0,0,0.0,2,0.4,0,0.0,2,0.4,14,2.9,2,0.4
2024-25,D,30,10306,0,Orange,Orange County Department of Education,District Office,Yes,No,GM,358,335,93.6,230,68.7,91,27.2,158,47.2,1,0.3,0,0.0,0,0.0,1,0.3,0,0.0,1,0.3,19,5.3,2,0.6
2024-25,D,30,10306,0,Orange,Orange County Department of Education,District Office,Yes,No,GX,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,10306,0,Orange,Orange County Department of Education,District Office,Yes,No,RA,153,148,96.7,134,90.5,77,52.0,131,88.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,3.3,0,0.0
2024-25,D,30,10306,0,Orange,Orange County Department of Education,District Office,Yes,No,RB,18,14,77.8,8,57.1,0,0.0,2,14.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,5.6,3,16.7,0,0.0
2024-25,D,30,10306,0,Orange,Orange County Department of Education,District Office,Yes,No,RD,13,11,84.6,11,100.0,4,36.4,10,90.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,15.4,0,0.0
2024-25,D,30,10306,0,Orange,Orange County Department of Education,District Office,Yes,No,RF,17,17,100.0,14,82.4,6,35.3,12,70.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2024-25,D,30,10306,0,Orange,Orange County Department of Education,District Office,Yes,No,RH,433,405,93.5,289,71.4,136,33.6,154,38.0,3,0.7,0,0.0,0,0.0,3,0.7,0,0.0,2,0.5,19,4.4,4,0.9
2024-25,D,30,10306,0,Orange,Orange County Department of Education,District Office,Yes,No,RI,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,10306,0,Orange,Orange County Department of Education,District Office,Yes,No,RP,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,10306,0,Orange,Orange County Department of Education,District Office,Yes,No,RT,53,53,100.0,38,71.7,18,34.0,35,66.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2024-25,D,30,10306,0,Orange,Orange County Department of Education,District Office,Yes,No,RW,151,146,96.7,100,68.5,51,34.9,93,63.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,3.3,0,0.0
2024-25,D,30,10306,0,Orange,Orange County Department of Education,District Office,Yes,No,SD,118,105,89.0,56,53.3,7,6.7,18,17.1,1,1.0,0,0.0,0,0.0,3,2.5,0,0.0,0,0.0,9,7.6,1,0.8
2024-25,D,30,10306,0,Orange,Orange County Department of Education,District Office,Yes,No,SE,136,123,90.4,83,67.5,22,17.9,25,20.3,2,1.6,0,0.0,0,0.0,1,0.7,0,0.0,0,0.0,10,7.4,2,1.5
2024-25,D,30,10306,0,Orange,Orange County Department of Education,District Office,Yes,No,SF,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2024-25,D,30,10306,0,Orange,Orange County Department of Education,District Office,Yes,No,SH,26,23,88.5,14,60.9,5,21.7,3,13.0,0,0.0,0,0.0,0,0.0,1,3.8,0,0.0,1,3.8,1,3.8,0,0.0
2024-25,D,30,10306,0,Orange,Orange County Department of Education,District Office,Yes,No,SS,463,426,92.0,290,68.1,115,27.0,149,35.0,3,0.7,0,0.0,0,0.0,3,0.6,0,0.0,3,0.6,27,5.8,4,0.9
2024-25,D,30,10306,0,Orange,Orange County Department of Education,District Office,Yes,No,TA,840,796,94.8,595,74.7,292,36.7,437,54.9,3,0.4,0,0.0,0,0.0,3,0.4,0,0.0,3,0.4,34,4.0,4,0.5
2024-25,D,30,10306,0,Orange,Orange County Department of Education,District Office,Yes,Yes,GF,56,18,32.1,1,5.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.8,8,14.3,29,51.8
2024-25,D,30,10306,0,Orange,Orange County Department of Education,District Office,Yes,Yes,GM,97,36,37.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18,18.6,43,44.3
2024-25,D,30,10306,0,Orange,Orange County Department of Education,District Office,Yes,Yes,GX,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
